h3_id,listing_count,median_price,mean_price,min_price,max_price,accommodates_mean,accommodates_median,bedrooms_mean,bedrooms_median,beds_mean,beds_median,bathrooms_mean,bathrooms_median,distance_to_center_km_mean,distance_to_center_km_median
881f058227fffff,12,1946.5,1799.6666666666667,825.0,2500.0,4.416666666666667,4.5,2.1666666666666665,2.0,2.5,2.5,1.0416666666666667,1.0,2.6125000000000003,2.665
881f058115fffff,12,1163.0,1225.6666666666667,450.0,2520.0,4.166666666666667,4.0,2.1666666666666665,2.0,2.9166666666666665,2.5,1.25,1.0,5.168333333333334,5.12
881f058323fffff,11,1449.0,1495.1818181818182,773.0,2660.0,3.5454545454545454,4.0,1.6363636363636365,2.0,1.8181818181818181,2.0,1.0909090909090908,1.0,2.694545454545455,2.6
881f058145fffff,11,952.0,1029.909090909091,702.0,1646.0,3.909090909090909,4.0,2.090909090909091,2.0,2.909090909090909,3.0,1.1818181818181819,1.0,4.3536363636363635,4.35
881f0591b3fffff,11,892.0,851.7272727272727,405.0,1425.0,2.5454545454545454,2.0,1.2727272727272727,1.0,1.2727272727272727,1.0,1.0,1.0,4.134545454545455,4.15
881f059ad1fffff,11,540.0,738.8181818181819,255.0,2500.0,3.3636363636363638,2.0,1.4545454545454546,1.0,2.0,1.0,1.1363636363636365,1.0,7.6463636363636365,7.65
881f0598d9fffff,9,1305.0,1416.0,514.0,2700.0,4.555555555555555,5.0,2.5555555555555554,3.0,3.111111111111111,3.0,1.3333333333333333,1.5,5.601111111111112,5.62
881f0591abfffff,9,1125.0,1207.5555555555557,468.0,2482.0,4.333333333333333,5.0,2.3333333333333335,3.0,2.2222222222222223,1.0,1.5555555555555556,1.0,5.696666666666667,5.7
881f0591adfffff,9,760.0,782.6666666666666,224.0,1200.0,4.222222222222222,3.0,1.6666666666666667,1.0,2.2222222222222223,2.0,0.8888888888888888,1.0,6.726666666666667,6.83
881f058245fffff,8,1771.5,1540.75,441.0,2340.0,4.0,4.0,2.0,1.5,2.5,2.5,1.25,1.0,5.72375,5.8149999999999995
881f058147fffff,8,1543.5,1443.375,519.0,2731.0,3.75,3.5,2.0,2.0,2.5,2.5,1.0625,1.0,4.30875,4.335
881f05826dfffff,8,949.0,1058.0,263.0,2568.0,3.375,3.0,1.625,1.0,1.75,1.5,0.875,1.0,4.615,4.655
881f058049fffff,8,823.0,840.875,666.0,1158.0,2.25,2.0,1.0,1.0,1.375,1.0,2.875,4.0,3.13875,3.145
881f058349fffff,8,720.0,845.0,479.0,1644.0,3.25,3.0,1.875,1.5,1.875,1.0,1.1875,1.0,4.62375,4.635
881f058269fffff,7,719.0,1089.857142857143,591.0,2335.0,2.857142857142857,2.0,1.2857142857142858,1.0,1.2857142857142858,1.0,1.0,1.0,5.078571428571428,5.03
881f058047fffff,6,1576.5,1599.1666666666667,1061.0,2208.0,4.166666666666667,4.5,1.6666666666666667,1.5,1.6666666666666667,2.0,1.0,1.0,2.4616666666666664,2.36
881f058109fffff,5,1215.0,1193.8,686.0,1809.0,3.4,2.0,1.4,1.0,1.2,1.0,1.1,1.0,4.014,4.01
881f059a9dfffff,5,1200.0,1263.4,1004.0,1616.0,5.0,5.0,3.2,3.0,3.8,4.0,1.5,1.5,6.609999999999999,6.53
881f059ad7fffff,5,720.0,1024.8,450.0,2136.0,3.2,3.0,1.8,2.0,2.6,2.0,1.0,1.0,7.006,7.02
881f058043fffff,4,1380.0,1286.0,810.0,1574.0,3.0,3.0,2.0,2.0,2.0,1.5,1.0,1.0,3.1350000000000002,3.13
